,url,campaignTitle,success,mainCategory,category,totWordCount,numImages,continent,sentiment_score,sentiment_magnitude
49,https://www.kickstarter.com/projects/1030517735/piffspace-clothing-est-2016?ref=ending_soon,PI-FF-SPACE Clothing est. 2016,0,Fashion,Apparel,536,8,Europe,0.2,12.4
50,https://www.kickstarter.com/projects/1032066976/nowhere-michigan-in-post-production-now?ref=ending_soon,"Nowhere, Michigan - In Post Production Now!",1,Film & Video,Thrillers,501,10,North America,0.1,9.0
51,https://www.kickstarter.com/projects/1032500201/sound-street-radio-supporting-new-djs-music-and-en?ref=ending_soon,Sound Street Radio supporting new DJ's Music & Entertainment,0,Publishing,Radio & Podcasts,654,0,Europe,0.4,6.1
52,https://www.kickstarter.com/projects/1032731311/byoba-bottled-boba-tea-on-the-go?ref=ending_soon,Byoba: Bottled Boba Tea on the go!,0,Food,Drinks,365,0,North America,0.2,3.7
53,https://www.kickstarter.com/projects/1035737379/the-post-silver-exhibition?ref=ending_soon,The Post Silver Exhibition,1,Photography,Photography,459,30,Europe,0.1,5.2
54,https://www.kickstarter.com/projects/1036066438/jumping-out-book?ref=ending_soon,Jumping Out Book,0,Publishing,Fiction,310,0,North America,0.0,1.9
55,https://www.kickstarter.com/projects/1036296655/raw-meaty-with-a-dollop-of-cream?ref=ending_soon,"Raw, Meaty, with a Dollop of Cream",1,Film & Video,Shorts,495,0,Oceania,0.1,5.4
56,https://www.kickstarter.com/projects/1037397144/d2k-plus-affordable-dlp-3d-printer?ref=ending_soon,D2K Plus - Affordable DLP 3D Printer,1,Technology,3D Printing,1118,19,Asia,0.4,27.2
57,https://www.kickstarter.com/projects/1037551496/tiny-ms5837-30ba-pressure-sensor-i2c-arduino-compa?ref=ending_soon,Tiny MS5837-30BA Pressure Sensor - IÂ²C Arduino Compatible,0,Technology,DIY Electronics,821,9,Europe,0.0,20.0
58,https://www.kickstarter.com/projects/1037562977/elemental-relaxation-app?ref=ending_soon,Relaxation One - The Ultimate Relaxation App,0,Technology,Apps,303,0,North America,0.7,5.3
59,https://www.kickstarter.com/projects/1037711517/foodclicker-app?ref=ending_soon,Foodclicker app,0,Photography,People,314,0,Europe,0.2,2.0
60,https://www.kickstarter.com/projects/1037774135/parables-the-debut-album?ref=ending_soon,Parables: The Debut Album,1,Music,Music,526,0,Europe,0.5,13.3
61,https://www.kickstarter.com/projects/1037861155/the-egyptian-cotton-t-shirt-made-in-egypt-by-archi?ref=ending_soon,ARCHIVE T-shirt - Elevate your Everyday Basics,0,Design,Product Design,1239,29,Asia,0.4,50.3
62,https://www.kickstarter.com/projects/1038095377/mokuru-the-amazing-desk-toy-that-you-can-take-anyw?ref=ending_soon,MOKURU: The Amazing Desk Toy That You Can Take Anywhere!,1,Design,Product Design,910,58,Asia,0.2,21.8
63,https://www.kickstarter.com/projects/1038625714/music-makers-world-shakers?ref=ending_soon,"Music Makers, World Shakers!",0,Music,Music,739,0,North America,0.5,20.4
64,https://www.kickstarter.com/projects/1038653888/the-norman-jackson-band-new-cd?ref=ending_soon,The Norman Jackson Band New CD,0,Music,Blues,216,0,North America,0.4,4.4
65,https://www.kickstarter.com/projects/103903319/caven-apparel?ref=ending_soon,CAVEN apparel,0,Fashion,Apparel,303,4,Europe,0.2,3.6
66,https://www.kickstarter.com/projects/1039538963/survival-guide-for-the-stay-at-home-dad?ref=ending_soon,Survival Guide For The Stay At Home Dad,0,Publishing,Nonfiction,194,2,North America,0.3,2.9
67,https://www.kickstarter.com/projects/1040258281/afrodistrict-radio-talk-show?ref=ending_soon,AfroDistrict Radio Talk Show,0,Journalism,Audio,442,2,North America,0.2,3.7
68,https://www.kickstarter.com/projects/1040463564/lit-literature-the-phenomenal-creation-of-stories?ref=ending_soon,Lit Literature: The Phenomenal Creation of Stories,0,Publishing,Fiction,272,0,North America,0.5,4.0
69,https://www.kickstarter.com/projects/104095/clickio-we-make-it-you-build-it?ref=ending_soon,"Clickio: We make it, you build it",1,Fashion,Accessories,509,11,North America,0.2,5.1
70,https://www.kickstarter.com/projects/1044300810/whats-so-funny?ref=ending_soon,What's So Funny?,1,Film & Video,Comedy,986,3,North America,0.2,29.0
71,https://www.kickstarter.com/projects/1044306101/jeneus-clothing-norm4idlethts?ref=ending_soon,Jeneus Clothing #NoRm4IdleThts!,0,Fashion,Apparel,294,13,North America,0.4,8.6
72,https://www.kickstarter.com/projects/1044308519/elqano-where-knowledge-finds-people?ref=ending_soon,ELQANO - Where Knowledge Finds People,0,Technology,Software,502,2,Europe,0.0,11.3
73,https://www.kickstarter.com/projects/1046024207/human-trafficking-awareness-film?ref=ending_soon,Human trafficking awareness film,1,Film & Video,Film & Video,574,0,North America,0.0,9.4
74,https://www.kickstarter.com/projects/1046047428/directorio-de-negocios-en-linea-navegapp?ref=ending_soon,Directorio de Negocios en Linea NavegApp,0,Technology,Apps,54,8,North America,0.1,1.2
75,https://www.kickstarter.com/projects/1046908503/insecticide-extermination-reimagining-classic-shmu?ref=ending_soon,Insecticide Extermination - Reimagining Classic SHMUP Action,0,Games,Games,890,12,North America,0.3,16.8
76,https://www.kickstarter.com/projects/1047311057/bringing-more-soul-to-the-city?ref=ending_soon,Bringing More Soul to The City!,0,Food,Restaurants,209,0,North America,0.5,5.7
77,https://www.kickstarter.com/projects/1047353096/the-krypt-short-film-by-wide-side?ref=ending_soon,THE KRYPT - Short Film by Wide Side,1,Film & Video,Narrative Film,309,0,Europe,0.2,5.6
78,https://www.kickstarter.com/projects/1048578123/documentary-the-vaquita-marina?ref=ending_soon,DOCUMENTARY: THE VAQUITA MARINA,0,Film & Video,Documentary,2055,0,North America,0.3,28.2
79,https://www.kickstarter.com/projects/1049870600/uni-car-mount-the-best-universal-smartphone-mount?ref=ending_soon,Uni Car Mount - Universal phone mount for your car.,1,Technology,Gadgets,538,19,North America,0.2,11.3
80,https://www.kickstarter.com/projects/1050418559/keezed-tech?ref=ending_soon,KeezEd Tech,0,Technology,Apps,837,0,North America,0.2,7.0
81,https://www.kickstarter.com/projects/1051758742/bombtistic-bath-bombs-anthony-granger-dormain-youn?ref=ending_soon,Bombtistic Bath Bombs-Anthony Granger Dormain Young Jasmine,0,Crafts,Crafts,186,0,North America,0.1,5.5
82,https://www.kickstarter.com/projects/1051904316/waffles-vs-pancakes-settling-the-ancient-debate?ref=ending_soon,Waffles vs Pancakes - Settling the ancient debate,0,Fashion,Apparel,156,0,North America,0.1,1.5
83,https://www.kickstarter.com/projects/1052271771/o-snap?ref=ending_soon,O-Snap,0,Technology,Gadgets,112,0,North America,0.2,1.4
84,https://www.kickstarter.com/projects/1052907846/daggermond?ref=ending_soon,Daggermond,0,Games,Video Games,1070,3,North America,0.3,27.2
85,https://www.kickstarter.com/projects/1053123883/the-slidaball-a-new-approach-to-a-3d-slide-puzzle?ref=ending_soon,"The SlidaBall, a new approach to a 3D slide puzzle",0,Games,Puzzles,1070,5,Europe,0.1,29.0
86,https://www.kickstarter.com/projects/1053978521/black-bird-custom-parts-for-lego-technic?ref=ending_soon,Black Bird / Custom Parts for LEGO Technic,0,Design,Product Design,292,10,North America,0.3,4.0
87,https://www.kickstarter.com/projects/1055784375/spilled-whiskey-band-recording-debut?ref=ending_soon,Spilled Whiskey Band recording debut,1,Music,Country & Folk,237,0,North America,0.3,2.6
88,https://www.kickstarter.com/projects/1055956551/the-art-of-heart?ref=ending_soon,â™¥ The Art of HEART â™¥,1,Comics,Graphic Novels,380,5,North America,0.3,9.3
89,https://www.kickstarter.com/projects/1056871014/power-plant-organic-eggplant-jerky?ref=ending_soon,Power Plant Organic Eggplant Jerky,1,Food,Vegan,822,10,North America,0.3,21.0
90,https://www.kickstarter.com/projects/105882019/funding-to-make-a-documentary-on-fr-joseph-mallin?ref=ending_soon,Funding to make a documentary on Fr Joseph Mallin 104 years,0,Art,Video Art,37,0,Asia,0.0,0.0
91,https://www.kickstarter.com/projects/1059145942/the-official-one-and-only-two-faced-donald-trump-v?ref=ending_soon,The Official One and Only Two-Faced Donald Trump Voodoo Doll,0,Games,Games,556,4,North America,0.1,9.6
92,https://www.kickstarter.com/projects/1059308256/pop-fantastic-and-his-autistic-superpowers-0?ref=ending_soon,Pop Fantastic - And His Autistic Superpowers,1,Publishing,Children's Books,444,8,Europe,0.1,5.0
93,https://www.kickstarter.com/projects/1060245745/silver-ion-cover?ref=ending_soon,Silver ion Cover,1,Design,Product Design,1097,27,Europe,0.2,36.8
94,https://www.kickstarter.com/projects/1060397071/beacon-the-multi-sensory-light-that-monitors-air-q?ref=ending_soon,"Beacon: A Better Sleep, A Better you (Canceled)",0,Design,Product Design,1266,49,Europe,0.4,30.7
95,https://www.kickstarter.com/projects/1064149290/h2o-generator-an-electricity-generator-that-runs-o?ref=ending_soon,H2O Generator - An Electricity Generator That Runs On Water!,0,Technology,Technology,167,0,North America,0.0,2.0
96,https://www.kickstarter.com/projects/1064439453/hand-knitted-top-hats?ref=ending_soon,HAND KNITTED TOP HATS,0,Crafts,Crochet,179,0,North America,0.6,5.7
97,https://www.kickstarter.com/projects/1065813732/louisville-bespoke?ref=ending_soon,Louisville Bespoke,1,Fashion,Fashion,493,8,North America,0.4,13.2
98,https://www.kickstarter.com/projects/1068789370/fairfax-royalty-photography-series?ref=ending_soon,Fairfax Royalty Photography Series (@fairfaxroyalty),1,Art,Art,427,0,North America,0.3,9.4
99,https://www.kickstarter.com/projects/107021077/nine-mile-creek?ref=ending_soon,Nine Mile Creek,1,Film & Video,Shorts,1621,20,Europe,0.2,28.2
100,https://www.kickstarter.com/projects/107078647/next-gen-martial-arts-training?ref=ending_soon,Next-Gen Martial arts training,0,Technology,Web,490,0,North America,0.3,5.4
101,https://www.kickstarter.com/projects/107082341/a-newshounds-guide-to-student-journalism?ref=ending_soon,A NewsHound's Guide to Student Journalism,1,Journalism,Print,955,9,North America,0.2,21.4
102,https://www.kickstarter.com/projects/1071464198/ivy-cuff?ref=ending_soon,Ivy Cuff,0,Fashion,Jewelry,233,0,Europe,0.4,2.5
103,https://www.kickstarter.com/projects/107162608/opening-the-earth-the-potato-king?ref=ending_soon,Opening the Earth: The Potato King,1,Film & Video,Documentary,611,10,South America,0.1,18.1
104,https://www.kickstarter.com/projects/1071941972/my-child-lebensborn-a-nurture-game-about-emotional?ref=ending_soon,My Child Lebensborn: A nurture game about emotional survival,1,Games,Mobile Games,1560,27,Europe,0.3,29.8
105,https://www.kickstarter.com/projects/1072110751/fors-nome-a-family-high-end-unisex-brand-from-denm?ref=ending_soon,FORS NOME a family high end unisex brand from Denmark,1,Fashion,Ready-to-wear,1326,19,Europe,0.3,25.0
106,https://www.kickstarter.com/projects/1072402579/vivistand-next-generation-sit-stand-desks?ref=ending_soon,ViviStand - Next Generation Sit/Stand Desks,1,Technology,Technology,1072,27,North America,0.3,38.2
107,https://www.kickstarter.com/projects/1072963540/electronic-painting-retrolight-diffuser-audio-and?ref=ending_soon,"Electronic Painting , retrolight diffuser ,audio and remote",0,Technology,Technology,547,0,North America,0.3,8.3
108,https://www.kickstarter.com/projects/1076047345/alice-in-wonderland-by-del-mar-ballet?ref=ending_soon,Alice in Wonderland Fundraiser! by Del Mar Ballet,1,Dance,Performances,341,7,North America,0.4,7.0
109,https://www.kickstarter.com/projects/107660168/alaska-escape-rooms-ravens-eye-a-fun-indoor-advent?ref=ending_soon,"Alaska Escape Rooms: ""Raven's Eye"" A fun indoor adventure",0,Games,Live Games,620,2,North America,0.3,7.6
110,https://www.kickstarter.com/projects/1076937671/saving-the-thai-cats?ref=ending_soon,Saving the Thai Cats,0,Film & Video,Learn more about accountability.,459,0,Asia,0.0,1.3
111,https://www.kickstarter.com/projects/1077092786/dsp-crowds-raspberry-pi-to-de0-nano-connector?ref=ending_soon,DSP-Crowd's Raspberry Pi to DE0 Nano connector,0,Technology,DIY Electronics,2159,14,Europe,0.1,50.1
112,https://www.kickstarter.com/projects/1077679432/jobs-iweartm?ref=ending_soon,JOBS iWEARâ„¢,0,Design,Product Design,689,17,North America,0.2,30.6
113,https://www.kickstarter.com/projects/1077745238/fierce-stranger?ref=ending_soon,Fierce Stranger,0,Publishing,Fiction,223,0,North America,0.1,1.1
114,https://www.kickstarter.com/projects/1077977784/ideas-camara-accion?ref=ending_soon,"Ideas, cÃ¡mara, acciÃ³n",0,Film & Video,Film & Video,145,4,North America,0.3,3.5
115,https://www.kickstarter.com/projects/1079008808/velocity-mount-iphone-android-tablet-and-ipad-vide?ref=ending_soon,"Velocity Mount - iPhone, Android, Tablet & iPad Video Mount",0,Design,Product Design,707,0,North America,0.2,9.0
116,https://www.kickstarter.com/projects/1079326302/bougie-take-me-anywhere-you-go-luxury-travel-candl?ref=ending_soon,Bougie - Take me anywhere you go - Luxury Travel Candle,0,Design,Product Design,22,0,Europe,0.0,0.0
117,https://www.kickstarter.com/projects/1079656096/reclaimed-recycled-material-furniture?ref=ending_soon,Reclaimed/recycled material furniture,0,Design,Design,504,5,North America,0.1,6.8
118,https://www.kickstarter.com/projects/1079843982/april-folly-1920?ref=ending_soon,April Folly (1920),1,Film & Video,Film & Video,660,0,North America,0.0,7.7
119,https://www.kickstarter.com/projects/1082282959/jennys-2nd-album?ref=ending_soon,Jenny's 2nd Album,1,Music,Indie Rock,1040,7,North America,0.4,16.5
120,https://www.kickstarter.com/projects/1083449872/the-chronicles-vol-2?ref=ending_soon,The Chronicles Vol. 2,0,Music,Learn more about accountability.,107,0,North America,0.4,2.0
121,https://www.kickstarter.com/projects/108426032/the-orange-cow?ref=ending_soon,The Orange Cow,0,Publishing,Children's Books,164,0,North America,0.4,3.4
122,https://www.kickstarter.com/projects/1084265737/true-freedom?ref=ending_soon,True Freedom,0,Publishing,Publishing,280,0,North America,0.5,6.5
123,https://www.kickstarter.com/projects/1086003095/defencevpn-unlogged-unmetered-and-blazing-fast?ref=ending_soon,DefenceVPN: Get access to American & Canadian Netflix!,0,Technology,Technology,228,2,North America,0.1,3.4
124,https://www.kickstarter.com/projects/1086161162/fantasy-sci-fi-novel-book-series?ref=ending_soon,Fantasy/Sci-Fi novel book series,0,Journalism,Journalism,255,0,Europe,0.4,3.9
125,https://www.kickstarter.com/projects/1086217498/fantastico-encarnado-un-viaje-animado?ref=ending_soon,FantÃ¡stico Encarnado: un viaje animado,1,Film & Video,Animation,728,21,North America,0.4,34.5
126,https://www.kickstarter.com/projects/1086274062/coconut-carving?ref=ending_soon,Coconut Carving,0,Art,Art,110,5,Europe,0.2,1.2
127,https://www.kickstarter.com/projects/1086486319/agility-with-allen-the-whole-caboodle-video-class?ref=ending_soon,Agility with Allen: The Whole Caboodle [video class],1,Technology,Software,2439,2,North America,0.1,75.1
128,https://www.kickstarter.com/projects/1088057939/el-silencio-de-marce-innocence-has-a-price?ref=ending_soon,El Silencio de Marce ( Innocence has a price),0,Film & Video,Drama,73,5,North America,0.1,2.4
129,https://www.kickstarter.com/projects/1089951115/millionstore-what-else-goes-food?ref=ending_soon,Millionstore What else! goes Food,0,Technology,Software,252,0,Europe,0.4,5.8
130,https://www.kickstarter.com/projects/1090281190/super-powers-cases-tech-device-cases-for-phones-an?ref=ending_soon,Super Powers Cases Tech Device Cases for Phones and Tablets,0,Technology,Gadgets,90,0,North America,0.0,0.9
131,https://www.kickstarter.com/projects/1090321070/kidgenda-a-parenting-app-as-unique-as-your-child?ref=ending_soon,"Kidgenda, a parenting app as unique as your child",0,Technology,Apps,782,6,North America,0.4,20.0
132,https://www.kickstarter.com/projects/1090508464/wchip-medical-assessment?ref=ending_soon,Wchip - Medical assessment,0,Technology,Wearables,436,0,Europe,0.2,8.9
133,https://www.kickstarter.com/projects/1091208024/ramen-hero-the-ramen-meal-kit-delivered-to-your-do?ref=ending_soon,Ramen Hero | The ramen meal-kit delivered to your door,1,Food,Food,578,8,North America,0.4,20.0
134,https://www.kickstarter.com/projects/1091331454/room-thermostat-with-webcam-or-gsm?ref=ending_soon,Room thermostat with webcam or GSM,0,Technology,Technology,244,5,Europe,0.3,2.4
135,https://www.kickstarter.com/projects/109284118/michael-wynek-timepieces-with-a-purpose?ref=ending_soon,Michael Wynek - Timepieces with a Purpose,1,Fashion,Accessories,985,47,North America,0.4,25.2
136,https://www.kickstarter.com/projects/109310391/introducing-the-worlds-most-sociable-shoe?ref=ending_soon,Introducing The World's Most Sociable Shoe,0,Fashion,Footwear,929,21,Europe,0.2,22.4
137,https://www.kickstarter.com/projects/1093576594/tip-tough-cut-your-food-not-your-fingers?ref=ending_soon,Tip Tough - Cut your food not your fingers!,0,Design,Product Design,739,5,North America,0.4,15.4
138,https://www.kickstarter.com/projects/1094162530/digital-abuse-a-collaboration-between-artists-and-0?ref=ending_soon,Digital Abuse: A Collaboration Between Artists and Activists,1,Art,Mixed Media,966,4,Europe,0.1,36.0
139,https://www.kickstarter.com/projects/1094312075/eat-offbeat-the-cookbook?ref=ending_soon,Eat Offbeat: The Cookbook,1,Food,Cookbooks,1102,15,North America,0.4,24.3
140,https://www.kickstarter.com/projects/1094327337/johnson-farm?ref=ending_soon,Johnson Farm,0,Publishing,Young Adult,1367,0,North America,0.1,41.5
141,https://www.kickstarter.com/projects/1094515878/obebodda-hus-pa-den-svenska-landsbygden?ref=ending_soon,Obebodda hus pÃ¥ den svenska landsbygden,0,Journalism,Journalism,517,0,Europe,0.0,0.0
142,https://www.kickstarter.com/projects/1094747334/cool-covers-by-design?ref=ending_soon,Cool Covers By Design,0,Design,Product Design,456,0,North America,0.3,13.2
143,https://www.kickstarter.com/projects/109698816/resturaunt-in-manitowaning?ref=ending_soon,Restaurant in Manitowaning,0,Food,Restaurants,310,0,North America,0.7,2.2
144,https://www.kickstarter.com/projects/1098327794/pixelmash-easily-create-pixel-art-from-photos-or-s?ref=ending_soon,Pixelmash: Easily Create Pixel Art From Photos Or Sketches,0,Technology,Software,636,0,North America,0.5,7.7
145,https://www.kickstarter.com/projects/1098984305/cold-blooded-heroes?ref=ending_soon,Cold-Blooded Heroes,0,Publishing,Fiction,407,0,Europe,-0.1,3.0
146,https://www.kickstarter.com/projects/1100641602/help-our-band-get-famous?ref=ending_soon,Help Our Band Get Famous,0,Music,Music,111,0,North America,0.2,3.0
147,https://www.kickstarter.com/projects/1102037264/the-patchwork-circus-a-childrens-picture-book?ref=ending_soon,The Patchwork Circus - A Children's Picture Book,1,Publishing,Children's Books,773,3,North America,0.2,10.4
148,https://www.kickstarter.com/projects/110224137/washwow-portable-wash-and-disinfect-device-without?ref=ending_soon,WASHWOW | Portable Wash & Disinfect Device Without Detergent,1,Technology,Gadgets,659,43,Asia,0.1,17.3
149,https://www.kickstarter.com/projects/110469307/dark-light?ref=ending_soon,Dark Light,1,Film & Video,Drama,380,3,North America,0.1,6.8
150,https://www.kickstarter.com/projects/1104864524/toucan-play-that-game-season-2?ref=ending_soon,Toucan Play that Game - Season 2,1,Games,Tabletop Games,512,17,Europe,0.3,17.3
